trial,is_good,action_approach,reward,p_approach,valence,kc_active_frac,correct
86,0,0,0.0,0.315542,-0.170354,0.079500,1
87,0,1,-1.0,0.318572,-0.167275,0.084500,0
88,1,0,0.0,0.902551,0.489696,0.082000,0
89,0,0,0.0,0.354611,-0.131743,0.094000,1
90,1,1,1.0,0.898444,0.479613,0.086000,1
91,1,1,1.0,0.898855,0.480604,0.087500,1
92,0,1,0.0,0.316000,-0.169887,0.084500,0
93,1,1,0.0,0.907492,0.502345,0.076500,1
94,1,1,1.0,0.907968,0.503595,0.083000,1
95,0,0,0.0,0.329225,-0.156572,0.090000,1
96,0,0,0.0,0.277352,-0.210680,0.079000,1
97,1,1,1.0,0.924616,0.551492,0.082000,1
98,0,0,0.0,0.283826,-0.203624,0.077000,1
99,0,0,0.0,0.305420,-0.180756,0.094000,1
100,1,1,1.0,0.899772,0.482834,0.083000,1
101,0,0,0.0,0.321104,-0.164715,0.085000,1
102,0,0,0.0,0.283676,-0.203786,0.081000,1
103,0,0,0.0,0.300160,-0.186238,0.081000,1
104,0,0,0.0,0.337993,-0.147895,0.101500,1
105,0,0,0.0,0.310665,-0.175343,0.091000,1
106,1,1,1.0,0.911729,0.513684,0.086500,1
107,0,0,0.0,0.367021,-0.119904,0.089500,1
108,0,1,-1.0,0.343671,-0.142335,0.093000,0
109,0,0,0.0,0.279123,-0.208740,0.078000,1
110,0,1,-1.0,0.318997,-0.166844,0.087500,0
111,0,0,0.0,0.293404,-0.193360,0.082500,1
112,1,1,1.0,0.893144,0.467118,0.089500,1
113,0,0,0.0,0.335478,-0.150373,0.083000,1
114,1,1,1.0,0.908951,0.506197,0.091500,1
115,0,1,-1.0,0.307174,-0.178940,0.094500,0
116,1,1,1.0,0.915393,0.523894,0.081000,1
117,0,0,0.0,0.252178,-0.239147,0.088000,1
118,0,1,-1.0,0.350494,-0.135711,0.082500,0
119,0,1,-1.0,0.273339,-0.215104,0.094500,0
120,0,0,0.0,0.289635,-0.197374,0.081000,1
121,0,1,-1.0,0.305534,-0.180638,0.086500,0
122,1,1,1.0,0.897745,0.477931,0.073500,1
123,1,1,1.0,0.888669,0.456987,0.078500,1
124,0,0,0.0,0.239082,-0.254699,0.079500,1
125,0,0,0.0,0.285216,-0.202122,0.094500,1
126,1,1,0.0,0.910610,0.510643,0.085500,1
127,0,1,-1.0,0.229101,-0.266946,0.080000,0
128,1,1,1.0,0.911270,0.512433,0.078000,1
129,0,0,0.0,0.207379,-0.294976,0.077500,1
130,0,0,0.0,0.244461,-0.248243,0.091000,1
131,0,0,0.0,0.220894,-0.277302,0.083000,1
132,1,1,1.0,0.891464,0.463273,0.088500,1
133,1,1,1.0,0.900838,0.485446,0.085000,1
134,1,1,1.0,0.906870,0.500720,0.074000,1
135,1,1,1.0,0.902402,0.489325,0.076500,1
136,1,1,0.0,0.904301,0.494110,0.071500,1
137,1,1,1.0,0.887967,0.455430,0.085000,1
138,0,0,0.0,0.255167,-0.235673,0.076000,1
139,0,0,0.0,0.237324,-0.256830,0.080000,1
140,0,0,0.0,0.228928,-0.267162,0.086000,1
141,0,0,0.0,0.299282,-0.187159,0.083000,1
142,0,0,0.0,0.216068,-0.283521,0.076500,1
143,1,1,1.0,0.887174,0.453682,0.086500,1
144,1,1,1.0,0.913642,0.518967,0.092500,1
145,0,0,0.0,0.244669,-0.247995,0.079000,1
146,1,0,0.0,0.908548,0.505128,0.084500,0
147,0,0,0.0,0.228471,-0.267732,0.085500,1
148,0,1,-1.0,0.294602,-0.192090,0.085000,0
149,0,0,0.0,0.240287,-0.253244,0.096500,1
150,1,1,0.0,0.903690,0.492561,0.071000,1
151,0,1,-1.0,0.206917,-0.295594,0.079000,0
152,0,0,0.0,0.244143,-0.248621,0.095000,1
153,1,1,1.0,0.895726,0.473135,0.081500,1
154,0,1,-1.0,0.217205,-0.282046,0.077000,0
155,1,1,1.0,0.907680,0.502838,0.083000,1
156,0,0,0.0,0.217695,-0.281413,0.081000,1
157,0,0,0.0,0.213152,-0.287326,0.079500,1
158,0,0,0.0,0.236447,-0.257897,0.089500,1
159,1,1,1.0,0.898744,0.480335,0.099500,1
160,1,1,0.0,0.915108,0.523086,0.092000,1
161,0,0,0.0,0.226702,-0.269947,0.096000,1
162,1,1,1.0,0.885372,0.449750,0.075500,1
163,1,1,1.0,0.914780,0.522158,0.086000,1
164,0,0,0.0,0.228444,-0.267765,0.081500,1
165,1,1,1.0,0.899942,0.483248,0.075500,1
166,0,1,-1.0,0.225908,-0.270943,0.092000,0
167,1,1,1.0,0.879569,0.437438,0.081000,1
168,0,0,0.0,0.216520,-0.282933,0.094000,1
169,1,1,1.0,0.903859,0.492988,0.091000,1
170,0,0,0.0,0.221713,-0.276257,0.091000,1
171,1,1,1.0,0.909383,0.507347,0.089000,1
172,1,1,0.0,0.915138,0.523170,0.074000,1
173,0,1,-1.0,0.259757,-0.230391,0.086000,0
174,0,0,0.0,0.216149,-0.283415,0.079000,1
175,0,0,0.0,0.216110,-0.283466,0.073000,1
176,1,1,1.0,0.868064,0.414469,0.083500,1
177,1,1,1.0,0.912757,0.516511,0.090500,1
178,0,0,0.0,0.258237,-0.232134,0.095500,1
179,0,0,0.0,0.255453,-0.235342,0.085500,1
180,1,1,1.0,0.904764,0.495290,0.073500,1
181,1,1,1.0,0.910057,0.509153,0.075500,1
182,0,0,0.0,0.211969,-0.288881,0.072500,1
183,1,1,1.0,0.904173,0.493784,0.088000,1
184,0,0,0.0,0.218833,-0.279946,0.079000,1
185,1,1,1.0,0.892567,0.465791,0.090000,1
186,0,0,0.0,0.221223,-0.276882,0.080500,1
187,0,0,0.0,0.228862,-0.267245,0.076000,1
188,1,1,1.0,0.907370,0.502027,0.090500,1
189,1,1,1.0,0.910519,0.510399,0.091500,1
190,0,0,0.0,0.237817,-0.256231,0.087500,1
191,1,0,0.0,0.908469,0.504918,0.090000,0
192,1,0,0.0,0.892948,0.466667,0.088000,0
193,0,0,0.0,0.258854,-0.231425,0.079500,1
194,1,1,1.0,0.907695,0.502878,0.086000,1
195,1,0,0.0,0.903904,0.493103,0.082000,0
196,0,0,0.0,0.217408,-0.281783,0.082000,1
197,0,1,0.0,0.274008,-0.214364,0.083000,0
198,0,0,0.0,0.222556,-0.275183,0.079000,1
199,1,1,1.0,0.915062,0.522954,0.076500,1
200,0,0,0.0,0.263872,-0.225706,0.104000,1
