trial,phase,is_a,approach,correct,reward,p_approach,arousal
39,2,1,0,1,0.0,0.347193,0.8352
40,2,1,0,1,0.0,0.345302,0.7866
41,2,1,1,0,-1.0,0.340309,1.0000
42,2,1,0,1,0.0,0.338113,0.9418
43,2,1,1,0,-1.0,0.320770,1.0000
44,2,1,1,0,0.0,0.303760,0.9418
45,2,1,1,0,-1.0,0.295039,1.0000
46,2,0,0,0,0.0,0.392042,0.9418
47,2,0,1,1,1.0,0.388227,1.0000
48,2,1,1,0,0.0,0.289112,0.9418
49,2,0,0,0,0.0,0.449466,0.8869
50,2,0,0,0,0.0,0.462481,0.8352
51,2,0,1,1,1.0,0.441155,1.0000
52,2,0,1,1,1.0,0.479657,1.0000
53,2,0,1,1,0.0,0.518238,0.9418
54,2,0,1,1,1.0,0.528985,1.0000
55,2,0,0,0,0.0,0.561506,0.9418
56,2,1,1,0,-1.0,0.290022,1.0000
57,2,0,1,1,1.0,0.547543,1.0000
58,2,0,1,1,1.0,0.552430,1.0000
59,2,1,1,0,-1.0,0.303112,1.0000
60,2,1,0,1,0.0,0.299484,0.9418
61,2,1,0,1,0.0,0.287952,0.8869
62,2,1,0,1,0.0,0.277170,0.8352
63,2,0,0,0,0.0,0.595881,0.7866
64,2,0,1,1,1.0,0.577646,0.9908
65,2,1,1,0,0.0,0.272464,0.9331
66,2,0,1,1,1.0,0.593016,1.0000
67,2,1,0,1,0.0,0.298065,0.9418
68,2,0,1,1,1.0,0.585488,1.0000
69,2,0,1,1,1.0,0.608237,1.0000
70,2,1,1,0,-1.0,0.291018,1.0000
71,2,0,1,1,0.0,0.616445,0.9418
72,2,0,0,0,0.0,0.625015,0.8869
73,2,1,0,1,0.0,0.233832,0.8352
74,2,1,1,0,-1.0,0.280954,1.0000
75,2,1,0,1,0.0,0.251297,0.9418
76,2,0,0,0,0.0,0.617702,0.8869
77,2,0,1,1,1.0,0.619326,1.0000
78,2,0,0,0,0.0,0.594759,0.9418
79,2,1,0,1,0.0,0.277465,0.8869
80,2,1,0,1,0.0,0.252346,0.8352
81,2,0,0,0,0.0,0.634962,0.7866
82,2,0,1,1,0.0,0.623078,0.7408
83,2,1,0,1,0.0,0.260153,0.6976
84,2,1,1,0,-1.0,0.237325,0.9570
85,2,1,0,1,0.0,0.241664,0.9013
86,2,1,0,1,0.0,0.246505,0.8488
87,2,0,1,1,1.0,0.613546,1.0000
88,2,1,1,0,-1.0,0.298183,1.0000
89,2,0,1,1,0.0,0.621454,0.9418
90,2,0,0,0,0.0,0.624800,0.8869
91,2,1,0,1,0.0,0.251165,0.8352
92,2,1,0,1,0.0,0.237167,0.7866
93,2,0,0,0,0.0,0.643159,0.7408
94,2,1,1,0,-1.0,0.241619,0.9976
95,2,1,1,0,-1.0,0.240442,1.0000
96,2,1,0,1,0.0,0.255832,0.9418
97,2,0,0,0,0.0,0.613381,0.8869
98,2,1,1,0,-1.0,0.228295,1.0000
99,2,1,0,1,0.0,0.240716,0.9418
100,2,0,1,1,1.0,0.630963,1.0000
1,3,0,1,0,-1.0,0.701330,0.5101
2,3,1,0,0,0.0,0.194424,0.4804
3,3,0,1,0,-1.0,0.609221,0.7524
4,3,1,0,0,0.0,0.213135,0.7086
5,3,0,1,0,-1.0,0.583861,0.9673
6,3,0,1,0,-1.0,0.527760,1.0000
7,3,0,1,0,-1.0,0.507112,1.0000
8,3,1,0,0,0.0,0.248783,0.9418
9,3,1,0,0,0.0,0.235020,0.8869
10,3,0,1,0,-1.0,0.436247,1.0000
11,3,0,0,1,0.0,0.418267,0.9418
12,3,1,0,0,0.0,0.229973,0.8869
13,3,0,0,1,0.0,0.397955,0.8352
14,3,0,0,1,0.0,0.396605,0.7866
15,3,1,0,0,0.0,0.215955,0.7408
16,3,0,1,0,-1.0,0.399997,0.9976
17,3,0,0,1,0.0,0.376597,0.9395
18,3,0,0,1,0.0,0.372479,0.8848
19,3,0,0,1,0.0,0.348743,0.8333
20,3,1,0,0,0.0,0.201131,0.7847
21,3,0,0,1,0.0,0.363435,0.7390
22,3,0,0,1,0.0,0.394275,0.6960
23,3,1,0,0,0.0,0.201540,0.6554
24,3,1,0,0,0.0,0.205132,0.6173
25,3,1,1,1,1.0,0.197485,0.8313
26,3,1,0,0,0.0,0.235807,0.7829
27,3,0,1,0,-1.0,0.373122,1.0000
28,3,1,1,1,1.0,0.255713,1.0000
29,3,0,0,1,0.0,0.366921,0.9418
30,3,0,0,1,0.0,0.341814,0.8869
31,3,1,0,0,0.0,0.288768,0.8352
32,3,1,1,1,1.0,0.285440,1.0000
33,3,1,1,1,1.0,0.343825,1.0000
34,3,1,0,0,0.0,0.387532,0.9418
35,3,0,0,1,0.0,0.334722,0.8869
36,3,0,1,0,-1.0,0.346627,1.0000
37,3,0,0,1,0.0,0.337666,0.9418
38,3,1,1,1,1.0,0.369677,1.0000
39,3,0,0,1,0.0,0.305228,0.9418
40,3,0,0,1,0.0,0.306928,0.8869
41,3,1,0,0,0.0,0.424244,0.8352
42,3,1,0,0,0.0,0.428232,0.7866
43,3,1,0,0,0.0,0.415662,0.7408
44,3,1,0,0,0.0,0.423249,0.6976
45,3,1,1,1,1.0,0.427164,0.9070
46,3,1,1,1,1.0,0.460769,1.0000
47,3,1,1,1,1.0,0.500321,1.0000
48,3,0,0,1,0.0,0.333644,0.9418
49,3,1,0,0,0.0,0.540910,0.8869
50,3,1,1,1,1.0,0.568736,1.0000
51,3,0,1,0,-1.0,0.332469,1.0000
52,3,1,0,0,0.0,0.555045,0.9418
53,3,0,0,1,0.0,0.319796,0.8869
54,3,1,1,1,1.0,0.578895,1.0000
55,3,1,0,0,0.0,0.570935,0.9418
56,3,1,1,1,1.0,0.576160,1.0000
57,3,0,1,0,0.0,0.326681,0.9418
58,3,0,0,1,0.0,0.333160,0.8869
59,3,0,0,1,0.0,0.322674,0.8352
60,3,1,0,0,0.0,0.591509,0.7866
